0.01,50,0.449415897,0.5593225277,0.139566544,0.1298976432,0.2769951665
0.02,100,0.2067829051,0.2569724706,0.1385780455,0.1480681154,0.2769951665
0.03,150,0.1388043357,0.1637570073,0.1439784576,0.1607122071,0.2769951665
0.04,200,0.1094953498,0.1226038216,0.1380632285,0.1651522549,0.2769951665
0.05,250,0.0855979056999999,0.0943716488,0.1402315492,0.1691395302,0.2769951665
0.06,300,0.0715331900000001,0.0850150491,0.1401840782,0.1720646876,0.2769951665
0.07,350,0.0612718197,0.0774946238,0.1438275797,0.1742263658,0.2769951665
0.08,400,0.0548424127,0.0666214356000001,0.1413703816,0.1737023119,0.2769951665
0.09,450,0.0509467525713474,0.0558343007,0.1410411557,0.1767632225,0.2769951665
0.1,500,0.0474995877,0.0496355586,0.1397295822,0.1754253674,0.2769951665
